ID,assists,bonus,bps,CS,creativity,Gc,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,xG,expected_assists,expected_goal_involvements,xGc,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,added,chance_of_playing_next_round,chance_of_playing_this_round,code,event_points,form,news,news_added,news_return,news_updated,squad_number,total_points,web_name,position,team,name
174,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.333952Z,0.0,0.0,611695,0,0.0,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,,,,0,Yalcouye,MID,Brighton,Malick Yalcouyé
175,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.336796Z,,,567121,0,0.0,,,,,,1,Knight,MID,Brighton,Joe Knight
176,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.339404Z,0.0,0.0,550141,0,0.0,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,,,,0,Mazilu,MID,Brighton,Adrian Mazilu
177,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.342440Z,0.0,0.0,513834,0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,2025-08-22T14:16:38.542849Z,,,,0,Moran,MID,Brighton,Andrew Moran
178,0,8,234,3,123.9,14,7,62.2,264.8,863,0,1,0,0,0,237.0,2,10,4.96,0.56,5.52,11.67,13,18,9,40,2025-07-20T23:14:21.345037Z,,,50175,2,4.0,,,,,,55,Welbeck,FWD,Brighton,Danny Welbeck
179,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.347885Z,0.0,0.0,487117,0,0.0,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984Z,,,,0,Ferguson,FWD,Brighton,Evan Ferguson
180,1,0,55,0,61.2,2,1,17.2,66.6,109,0,0,0,0,0,44.0,0,0,0.44,0.11,0.55,2.46,2,9,2,13,2025-07-20T23:14:21.351187Z,,,608181,5,2.0,,,,,,15,Tzimas,FWD,Brighton,Stefanos Tzimas
181,0,0,39,0,0.9,1,1,8.2,37.2,29,0,0,0,0,0,44.0,0,0,0.27,0.01,0.28,0.79,0,6,1,7,2025-07-20T23:14:21.354310Z,,,647850,0,0.3,,,,,,8,Kostoulas,FWD,Brighton,Charalampos Kostoulas
182,0,0,62,1,0.0,4,0,10.1,100.2,270,0,0,0,0,11,0.0,0,3,0.00,0.00,0.00,3.97,6,33,2,0,2025-07-20T23:14:21.357065Z,,,432720,0,0.0,,,,,,11,Trafford,GK,Manchester City,James Trafford
183,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.359827Z,,,518030,0,0.0,,,,,,0,Weiss,GK,Burnley,Max Weiß
184,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.366502Z,0.0,0.0,489571,0,0.0,has joined FC Fredericia permanently.,2025-09-02T12:51:25.510909Z,,,,0,Green,GK,Burnley,Etienne Green
185,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.369478Z,,,51943,0,0.0,,,,,,0,Hladký,GK,Burnley,Václav Hladký
186,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.372352Z,0.0,0.0,192290,0,0.0,Achilles injury - Unknown return date,2025-08-22T12:30:06.986449Z,,,,0,Roberts,DEF,Burnley,Connor Roberts
187,1,3,97,2,69.5,27,0,31.2,228.2,1170,0,0,0,0,0,14.0,4,13,0.12,0.50,0.62,29.04,75,68,27,102,2025-07-20T23:14:21.375268Z,,,58621,3,1.0,,,,,,32,Walker,DEF,Burnley,Kyle Walker
188,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.378112Z,,,247245,0,0.0,,,,,,0,Delcroix,DEF,Burnley,Hannes Delcroix
189,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.380887Z,0.0,0.0,461567,0,0.0,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,,,,0,Dodgson,DEF,Burnley,Owen Dodgson
190,0,1,47,1,26.4,12,0,21.7,130.2,533,0,0,0,0,0,61.0,0,6,0.15,0.16,0.31,11.29,52,14,8,60,2025-07-20T23:14:21.383692Z,,,478969,0,0.0,,,,,,20,Ekdal,DEF,Burnley,Hjalmar Ekdal
191,0,0,108,2,40.0,27,0,34.3,263.6,1162,2,0,0,0,0,38.0,0,13,0.19,0.34,0.53,28.93,115,34,14,129,2025-07-20T23:14:21.386445Z,,,477717,3,3.0,,,,,,34,Estève,DEF,Burnley,Maxime Estève
192,4,0,152,2,209.0,24,0,53.6,281.4,1157,0,0,0,0,0,45.0,1,13,0.19,1.41,1.60,27.46,66,40,28,94,2025-07-20T23:14:21.389164Z,,,494960,3,1.7,,,,,,40,Hartman,DEF,Burnley,Quilindschy Hartman
193,0,0,-5,0,0.0,2,0,0.0,0.2,2,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.62,0,0,0,0,2025-07-20T23:14:21.391901Z,100.0,100.0,461188,0,0.0,,2025-08-10T22:00:04.557380Z,,,,0,Humphreys,DEF,Burnley,Bashir Humphreys
194,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.394681Z,0.0,0.0,241231,0,0.0,Hamstring injury - Unknown return date,2025-08-22T12:30:07.019474Z,,,,0,Jordan,DEF,Burnley,Jordan Beyer
195,0,0,1,0,14.5,1,0,1.9,4.4,9,0,0,0,0,0,0.0,0,0,0.00,0.07,0.07,0.96,0,0,0,0,2025-07-20T23:14:21.397519Z,,,549329,0,0.3,,,,,,1,Lucas Pires,DEF,Burnley,Lucas Pires Silva
196,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.400300Z,0.0,0.0,450072,0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,2025-08-19T13:36:42.853472Z,,,,0,Sambo,DEF,Burnley,Shurandy Sambo
197,0,0,-2,0,16.4,4,0,3.0,7.6,102,0,0,0,0,0,6.0,0,1,0.03,0.08,0.11,3.31,1,3,1,2,2025-07-20T23:14:21.403028Z,,,519895,0,0.0,,,,,,3,Sonne,DEF,Burnley,Oliver Sonne
198,0,0,55,1,4.8,14,0,15.0,143.6,630,0,0,0,0,0,0.0,1,7,0.00,0.03,0.03,16.74,64,20,6,70,2025-07-20T23:14:21.405792Z,100.0,100.0,180804,0,1.3,,2025-08-22T12:30:07.036752Z,,,,17,Tuanzebe,DEF,Burnley,Axel Tuanzebe
199,0,0,9,0,0.3,2,0,1.2,11.2,19,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,2.17,5,1,1,6,2025-07-20T23:14:21.408569Z,,,208912,0,0.0,,,,,,4,Worrall,DEF,Burnley,Joe Worrall
200,2,5,184,3,185.3,21,4,64.6,243.4,972,0,0,0,0,0,218.0,3,12,2.43,1.20,3.63,23.02,17,49,16,82,2025-07-20T23:14:21.411292Z,100.0,100.0,444180,4,2.7,,2025-10-07T11:30:07.662899Z,,,,55,Anthony,MID,Burnley,Jaidon Anthony
201,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.413924Z,0.0,0.0,183751,0,0.0,has joined Swansea City on loan for the rest of the season.,2025-09-22T21:45:34.872207Z,,,,0,Benson,MID,Burnley,Manuel Benson Hedilazio
202,1,0,52,1,62.2,15,0,17.2,50.0,440,0,0,0,0,0,60.0,0,4,0.24,0.65,0.89,12.56,6,12,3,21,2025-07-20T23:14:21.416628Z,100.0,100.0,179458,1,1.0,,2025-09-14T22:00:08.065375Z,,,,18,Bruun Larsen,MID,Burnley,Jacob Bruun Larsen
203,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.419392Z,,,578614,0,0.0,,,,,,0,Boateng,MID,Burnley,Enock Agyei
204,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.422052Z,0.0,0.0,250735,0,0.0,has joined Kocaelispor  permanently.,2025-09-02T12:51:25.524903Z,,,,0,Churlinov,MID,Burnley,Darko Churlinov
205,1,8,240,3,155.7,22,2,51.3,278.2,1111,1,0,0,0,0,77.0,1,13,0.65,0.75,1.40,26.22,56,49,21,126,2025-07-20T23:14:21.424676Z,,,172567,2,4.7,,,,,,57,Cullen,MID,Burnley,Josh Cullen
206,0,0,8,0,1.4,1,0,2.6,3.2,22,0,0,0,0,0,24.0,0,0,0.10,0.01,0.11,1.01,0,0,0,0,2025-07-20T23:14:21.427313Z,,,174592,0,0.3,,,,,,3,Edwards,MID,Burnley,Marcus Edwards
207,2,0,76,1,73.0,10,0,14.6,45.4,364,0,0,0,0,0,28.0,3,4,0.26,0.56,0.82,11.14,4,16,10,30,2025-07-20T23:14:21.430123Z,,,465527,0,1.3,,,,,,21,Hannibal,MID,Burnley,Hannibal Mejbri
208,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.432964Z,0.0,0.0,487702,0,0.0,Has joined Espanyol on loan for the rest of the season.,2025-08-22T14:15:37.649817Z,,,,0,Koleosho,MID,Burnley,Luca Koleosho
209,0,0,83,0,40.9,18,0,15.1,77.4,578,0,0,0,0,0,32.0,1,6,0.16,0.18,0.34,15.60,32,15,5,52,2025-07-20T23:14:21.435755Z,,,167887,1,0.7,,,,,,17,Laurent,MID,Burnley,Josh Laurent
210,1,0,95,2,53.6,7,1,19.9,77.0,584,0,0,0,0,0,68.0,1,7,0.45,0.26,0.71,11.34,10,16,12,38,2025-07-20T23:14:21.438535Z,,,469272,3,2.3,,,,,,27,Tchaouna,MID,Burnley,Loum Tchaouna
211,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.441221Z,0.0,0.0,447715,0,0.0,has joined Leicester City on loan for the rest of the season.,2025-09-02T12:51:25.540742Z,,,,0,A.Ramsey,MID,Burnley,Aaron Ramsey
212,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.443935Z,0.0,0.0,576323,0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,2025-08-15T12:03:26.649417Z,,,,0,Adewumi,MID,Burnley,Oluwaseun Adewumi
213,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.446626Z,,,551206,0,0.0,,,,,,0,Banel,MID,Burnley,Jaydon Banel
214,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.449299Z,,,437748,0,0.0,,,,,,0,Trésor,MID,Burnley,Mike Trésor Ndayishimiye
215,0,3,130,1,45.5,9,4,35.1,169.2,504,0,0,0,0,0,141.0,2,6,2.00,0.09,2.09,12.02,13,7,4,24,2025-07-20T23:14:21.452023Z,,,431639,6,4.3,,,,,,33,Flemming,FWD,Burnley,Zian Flemming
216,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.454698Z,0.0,0.0,492831,0,0.0,Knee injury - Unknown return date,2025-08-10T22:00:04.567659Z,,,,0,Amdouni,FWD,Burnley,Zeki Amdouni
217,1,4,125,3,80.5,13,2,29.2,123.8,670,0,0,0,0,0,92.0,2,8,1.30,0.15,1.45,13.90,13,19,7,39,2025-07-20T23:14:21.457367Z,100.0,100.0,435973,2,1.0,,2025-10-14T13:00:06.552171Z,,,,31,Foster,FWD,Burnley,Lyle Foster
218,0,0,3,0,0.3,0,0,0.1,0.2,7,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.34,0,1,0,1,2025-07-20T23:14:21.460084Z,,,44699,0,0.0,,,,,,1,Barnes,FWD,Burnley,Ashley Barnes
219,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.462800Z,0.0,0.0,220598,0,0.0,has joined VfL Bochum  on loan for the rest of the season.,2025-09-02T12:51:25.555230Z,,,,0,Obafemi,FWD,Burnley,Michael Obafemi
220,0,1,187,6,30.0,12,0,22.6,197.2,1084,0,0,0,1,23,0.0,1,13,0.00,0.02,0.02,13.75,9,112,0,0,2025-07-20T23:14:21.465444Z,,,215059,3,5.0,,,,,,46,Sánchez,GK,Chelsea,Robert Lynch Sánchez
221,0,0,4,0,0.0,2,0,0.9,9.4,84,0,0,0,0,1,0.0,0,0,0.00,0.00,0.00,1.79,2,5,0,0,2025-07-20T23:14:21.468095Z,,,508479,0,0.0,,,,,,1,Jörgensen,GK,Chelsea,Filip Jörgensen
222,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.470756Z,0.0,0.0,549939,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822Z,,,,0,Penders,GK,Chelsea,Mike Penders
223,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.473395Z,,,471798,0,0.0,,,,,,0,Slonina,GK,Chelsea,Gabriel Słonina
224,2,5,251,6,253.2,11,0,57.2,229.4,1076,0,0,0,0,0,89.0,3,12,0.53,1.62,2.15,14.15,53,46,27,80,2025-07-20T23:14:21.477409Z,,,179268,1,4.3,,,,,,56,Cucurella,DEF,Chelsea,Marc Cucurella Saseta
225,4,7,229,3,255.6,10,1,54.7,234.0,841,0,0,0,0,0,56.0,2,9,0.50,1.66,2.16,14.10,34,46,19,53,2025-07-20T23:14:21.480322Z,100.0,100.0,225796,8,3.3,,2025-10-13T09:30:08.256625Z,,,,55,James,DEF,Chelsea,Reece James
226,1,3,260,6,56.3,11,3,49.8,316.6,1020,0,0,0,1,0,125.0,2,12,0.87,0.59,1.46,11.00,81,42,14,95,2025-07-20T23:14:21.483035Z,100.0,100.0,180736,9,7.0,,2025-09-28T00:00:08.404840Z,,,,70,Chalobah,DEF,Chelsea,Trevoh Chalobah
227,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.485803Z,0.0,0.0,460028,0,0.0,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.255160Z,,,,0,Colwill,DEF,Chelsea,Levi Samuels Colwill
228,1,3,154,4,119.2,6,1,33.2,137.6,662,0,0,0,1,0,76.0,0,7,0.82,0.46,1.28,9.39,20,39,16,36,2025-07-20T23:14:21.488502Z,100.0,100.0,482609,2,6.0,,2025-10-18T18:30:08.275780Z,,,,42,Gusto,DEF,Chelsea,Malo Gusto
229,0,0,9,0,2.0,2,0,2.1,18.6,110,0,0,0,0,0,0.0,2,1,0.00,0.02,0.02,2.34,7,4,1,8,2025-07-20T23:14:21.491279Z,100.0,100.0,242880,0,0.0,,2025-10-17T12:30:08.541306Z,,,,0,B.Badiashile,DEF,Chelsea,Benoît Badiashile Mukinayi
230,0,0,87,2,8.3,4,0,9.5,69.8,397,0,0,0,0,0,16.0,0,5,0.25,0.03,0.28,3.97,33,18,5,38,2025-07-20T23:14:21.494056Z,100.0,100.0,444463,4,3.3,,2025-09-26T11:30:06.513349Z,,,,19,Fofana,DEF,Chelsea,Wesley Fofana
231,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.496793Z,0.0,0.0,574458,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396Z,,,,0,M.Sarr,DEF,Chelsea,Mamadou Sarr
232,0,2,90,2,13.0,6,0,16.3,138.8,467,0,0,0,0,0,11.0,1,4,0.05,0.21,0.25,5.83,38,14,12,50,2025-07-20T23:14:21.499487Z,100.0,100.0,109646,0,3.3,,2025-09-26T11:30:06.530261Z,,,,24,Tosin,DEF,Chelsea,Tosin Adarabioyo
233,0,5,90,2,8.5,5,1,15.8,88.4,348,0,0,0,0,0,60.0,0,4,0.60,0.04,0.64,7.53,22,16,2,24,2025-07-20T23:14:21.502233Z,100.0,100.0,577016,0,0.0,,2025-09-24T11:30:08.237944Z,,,,27,Acheampong,DEF,Chelsea,Josh Acheampong
234,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.504955Z,0.0,0.0,622758,0,0.0,has joined Borussia Dortmund on loan for the rest of the season.,2025-09-02T11:35:16.308555Z,,,,0,Anselmino,DEF,Chelsea,Aarón Anselmino
235,0,1,36,1,19.2,2,1,12.9,44.4,144,0,0,0,0,0,65.0,0,2,0.80,0.12,0.92,2.54,1,4,2,7,2025-07-20T23:14:21.507573Z,100.0,100.0,244851,0,0.0,,2025-09-20T23:30:06.610468Z,,,,11,Palmer,MID,Chelsea,Cole Palmer
236,2,6,239,6,304.5,7,4,80.9,260.2,1009,0,0,0,0,0,243.0,1,13,2.65,2.38,5.03,10.90,9,33,7,49,2025-07-20T23:14:21.514066Z,100.0,100.0,247632,2,6.3,,2025-11-09T11:00:08.651575Z,,,,62,Neto,MID,Chelsea,Pedro Lomba Neto
237,2,6,240,5,307.8,12,4,91.2,294.2,1060,0,0,0,0,0,308.0,2,12,5.48,1.72,7.20,13.00,12,47,21,80,2025-07-20T23:14:21.516903Z,100.0,100.0,448047,2,5.3,,2025-11-09T11:00:08.666360Z,,,,61,Enzo,MID,Chelsea,Enzo Fernández
238,3,2,100,2,143.4,2,1,42.3,104.8,382,0,0,0,0,0,175.0,2,5,1.86,1.81,3.67,2.39,5,17,8,30,2025-07-20T23:14:21.519610Z,,,624773,1,1.7,,,,,,30,Estêvão,MID,Chelsea,Estêvão Almeida de Oliveira Gonçalves
239,1,0,53,1,105.2,2,0,22.8,57.6,338,0,0,0,0,0,66.0,0,3,0.66,0.52,1.18,5.21,6,11,3,20,2025-07-20T23:14:21.522329Z,,,463936,0,2.3,,,,,,15,Gittens,MID,Chelsea,Jamie Bynoe-Gittens
240,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.525055Z,0.0,0.0,213198,0,0.0,has joined AC Milan permanently.,2025-09-02T11:35:16.323578Z,,,,0,Nkunku,MID,Chelsea,Christopher Nkunku
241,1,9,250,4,134.6,12,3,49.7,306.2,982,0,0,0,1,0,59.0,2,11,0.57,0.74,1.31,13.44,46,61,34,141,2025-07-20T23:14:21.527696Z,0.0,100.0,486672,-2,0.0,Suspended until 20 Dec,2025-11-30T22:30:09.218520Z,,,,58,Caicedo,MID,Chelsea,Moisés Caicedo Corozo
242,2,7,233,4,301.8,16,3,68.9,233.4,1062,0,0,0,0,0,154.0,5,12,1.42,2.67,4.09,16.47,21,44,20,85,2025-07-20T23:14:21.530358Z,100.0,100.0,215413,7,7.8,,2025-09-29T21:30:07.878074Z,,,,55,Dewsbury-Hall,MID,Everton,Kiernan Dewsbury-Hall
243,0,0,2,1,7.0,2,0,7.1,8.2,142,0,0,0,0,0,56.0,2,0,0.32,0.08,0.40,1.65,0,1,2,3,2025-07-20T23:14:21.532999Z,,,550615,0,0.0,,,,,,4,George,MID,Chelsea,Tyrique George
244,0,0,22,0,7.5,3,0,1.8,9.6,105,0,0,0,0,0,2.0,0,1,0.00,0.05,0.05,2.79,5,4,2,11,2025-07-20T23:14:21.535628Z,0.0,0.0,514356,0,0.0,Thigh injury - Unknown return date,2025-11-06T09:30:08.519036Z,,,,4,Lavia,MID,Chelsea,Roméo Lavia
245,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.538396Z,0.0,0.0,465920,0,0.0,Suspended - unknown return date,2025-07-21T10:00:04.824210Z,,,,0,Mudryk,MID,Chelsea,Mykhailo Mudryk
246,0,0,50,1,58.9,2,0,15.1,49.0,317,0,0,0,0,0,43.0,2,3,0.73,0.06,0.79,3.46,13,16,11,40,2025-07-20T23:14:21.541087Z,100.0,100.0,532605,0,2.0,,2025-10-01T00:30:06.094463Z,,,,12,Andrey Santos,MID,Chelsea,Andrey Nascimento dos Santos
247,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.543801Z,50.0,50.0,491007,0,0.0,Lack of match fitness - 50% chance of playing,2025-09-11T07:00:06.794916Z,,,,0,D.Essugo,MID,Chelsea,Dário Luís Essugo
248,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.546379Z,0.0,0.0,611134,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.664358Z,,,,0,Paez,MID,Chelsea,Kendry Páez Andrade
249,3,12,252,6,235.9,9,4,84.0,278.2,1058,0,0,0,0,0,330.0,1,13,4.19,0.84,5.03,13.03,17,35,9,61,2025-07-20T23:14:21.549052Z,,,475168,1,3.0,,,,,,61,João Pedro,FWD,Chelsea,João Pedro Junqueira de Jesus
250,0,0,30,2,10.4,2,0,9.4,13.0,255,0,0,0,0,0,76.0,0,4,0.42,0.08,0.50,1.60,3,6,0,9,2025-07-20T23:14:21.551692Z,100.0,100.0,463034,1,1.7,,2025-10-30T11:30:08.513670Z,,,,9,Delap,FWD,Chelsea,Liam Delap
251,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.554297Z,0.0,0.0,517052,0,0.0,has joined Bayern Munich on loan for the rest of the season.,2025-09-02T11:35:16.339917Z,,,,0,N.Jackson,FWD,Chelsea,Nicolas Jackson
252,1,0,15,0,15.6,2,0,8.1,18.0,176,0,0,0,0,0,64.0,0,1,1.19,0.26,1.45,4.26,2,1,0,3,2025-07-20T23:14:21.556948Z,100.0,100.0,499309,0,1.7,,2025-09-24T11:30:08.351112Z,,,,11,Marc Guiu,FWD,Chelsea,Marc Guiu Paz
253,0,2,232,6,10.0,11,0,25.9,251.8,1170,0,0,0,0,30,0.0,1,13,0.00,0.06,0.06,15.86,17,101,0,0,2025-07-20T23:14:21.559576Z,,,172649,2,5.7,,,,,,53,Henderson,GK,Crystal Palace,Dean Henderson
254,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.562232Z,100.0,100.0,121709,0,0.0,,2025-09-19T14:49:12.216385Z,,,,0,Benitez,GK,Crystal Palace,Walter Benítez
255,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.564979Z,,,169593,0,0.0,,,,,,0,Matthews,GK,Crystal Palace,Remi Matthews
256,3,5,248,6,116.9,11,2,60.5,288.8,1170,0,0,0,0,0,201.0,4,13,1.39,1.82,3.21,15.86,64,49,30,94,2025-07-20T23:14:21.567633Z,,,247348,1,7.0,,,,,,75,Muñoz,DEF,Crystal Palace,Daniel Muñoz Mejía
257,2,4,253,6,42.5,11,0,40.2,297.2,1170,0,0,0,0,0,64.0,1,13,0.57,0.18,0.75,15.86,112,37,25,137,2025-07-20T23:14:21.570307Z,,,437499,3,6.7,,,,,,70,Lacroix,DEF,Crystal Palace,Maxence Lacroix
258,0,5,237,6,167.3,11,1,50.9,254.6,1164,0,0,0,0,0,87.0,2,13,0.39,0.80,1.19,15.86,58,68,41,99,2025-07-20T23:14:21.573091Z,,,244723,1,6.0,,,,,,62,Mitchell,DEF,Crystal Palace,Tyrick Mitchell
259,0,0,3,0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,2025-07-20T23:14:21.575811Z,50.0,0.0,218364,0,0.0,Knock - 50% chance of playing,2025-11-27T10:00:06.850858Z,,,,1,Sosa,DEF,Crystal Palace,Borna Sosa
260,3,5,239,5,106.5,11,1,48.3,271.6,1080,0,0,0,0,0,105.0,2,12,0.89,1.07,1.96,15.48,73,43,23,96,2025-07-20T23:14:21.578423Z,100.0,100.0,209036,0,1.7,,2025-11-10T10:00:08.937102Z,,,,69,Guéhi,DEF,Crystal Palace,Marc Guéhi
261,0,0,224,6,62.3,11,0,41.2,294.4,1162,0,0,0,0,0,54.0,0,13,0.43,1.07,1.50,15.86,105,20,28,133,2025-07-20T23:14:21.581125Z,100.0,100.0,427623,1,5.0,,2025-10-28T21:00:08.429177Z,,,,59,Richards,DEF,Crystal Palace,Chris Richards
262,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.583839Z,100.0,100.0,515621,0,0.0,,2025-07-21T10:00:04.863209Z,,,,0,Chadi Riad,DEF,Crystal Palace,Chadi Riad Dnanou
263,0,0,5,0,0.5,0,0,0.4,3.4,4,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,1,0,1,2,2025-07-20T23:14:21.586482Z,,,57328,0,0.0,,,,,,1,Clyne,DEF,Crystal Palace,Nathaniel Clyne
264,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.589238Z,0.0,0.0,156074,0,0.0,Has joined Colorado Rapids permanently.,2025-08-11T01:12:01.613357Z,,,,0,Holding,DEF,Crystal Palace,Rob Holding
