ID,assists,bonus,bps,CS,creativity,Gc,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,xG,expected_assists,expected_goal_involvements,xGc,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,added,chance_of_playing_next_round,chance_of_playing_this_round,code,event_points,form,news,news_added,news_return,news_updated,squad_number,total_points,web_name,position,team,name
83,4,6,153,3,88.4,10,3,53.0,154.8,794,0,0,0,0,0,292.0,3,9,3.40,0.63,4.03,8.87,27,32,7,66,2025-07-20T23:14:21.085020Z,100.0,100.0,533463,12,7.0,,2025-08-14T16:00:05.815568Z,,,,56,O.Dango,MID,Brentford,Dango Ouattara
84,1,6,189,5,304.3,19,3,74.6,237.2,1036,0,0,0,0,0,203.0,1,12,2.67,1.69,4.36,13.37,24,49,16,89,2025-07-20T23:14:21.087689Z,,,201658,1,3.0,,,,,,55,Tavernier,MID,Bournemouth,Marcus Tavernier
85,1,3,232,4,71.6,22,2,43.3,257.0,1102,0,0,0,0,0,103.0,4,13,0.56,0.30,0.86,16.16,45,58,34,137,2025-07-20T23:14:21.090339Z,100.0,100.0,200785,9,5.2,,2025-11-14T12:00:07.206241Z,,,,48,Adams,MID,Bournemouth,Tyler Adams
86,1,1,103,3,172.9,10,0,42.4,91.0,628,0,0,0,0,0,166.0,5,8,1.41,1.81,3.22,7.58,9,30,12,51,2025-07-20T23:14:21.092966Z,0.0,100.0,111317,0,1.0,Suspended until 06 Dec,2025-11-29T20:30:06.847415Z,,,,22,Brooks,MID,Bournemouth,David Brooks
87,1,0,69,0,57.1,6,1,22.1,78.6,271,0,0,0,0,0,84.0,1,1,1.07,0.15,1.22,5.80,10,16,7,33,2025-07-20T23:14:21.095533Z,0.0,0.0,158499,0,0.8,Knee injury - Expected back 26 Dec,2025-11-28T17:30:08.350038Z,,,,17,Christie,MID,Bournemouth,Ryan Christie
88,0,0,46,0,82.2,7,0,13.9,47.0,214,0,0,0,1,0,8.0,0,1,0.04,0.12,0.16,3.48,14,17,6,37,2025-07-20T23:14:21.098303Z,0.0,100.0,155408,-2,1.0,Suspended until 20 Dec,2025-11-29T20:30:06.869776Z,,,,7,Cook,MID,Bournemouth,Lewis Cook
89,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.101140Z,0.0,0.0,168991,0,0.0,Has joined Midtjylland permanently.,2025-08-27T12:49:57.472718Z,,,,0,Philip,MID,Bournemouth,Philip Billing
90,1,2,164,4,116.4,13,1,33.7,145.8,817,0,0,0,0,0,79.0,2,12,0.66,0.40,1.06,10.79,31,40,22,93,2025-07-20T23:14:21.103854Z,,,503139,0,2.0,,,,,,37,Scott,MID,Bournemouth,Alex Scott
91,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.106499Z,0.0,0.0,224995,0,0.0,Has joined Cruzeiro on loan for the rest of the season.,2025-08-26T13:43:19.913048Z,,,,0,Sinisterra,MID,Bournemouth,Luis Sinisterra Lucumí
92,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.109087Z,0.0,0.0,441240,0,0.0,has joined Al Taawoun permanently.,2025-09-11T13:43:59.477111Z,,,,0,Faivre,MID,Bournemouth,Romain Faivre
93,1,0,12,0,10.0,2,0,3.1,21.2,16,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.40,1,2,1,4,2025-07-20T23:14:21.111657Z,0.0,0.0,424044,0,0.0,has joined Marseille on loan for the rest of the season.,2025-09-02T12:54:34.582455Z,,,,4,H.Traorè,MID,Bournemouth,Hamed Traorè
94,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.114246Z,0.0,0.0,550596,0,0.0,has joined Novi Pazar on loan for the rest of the season.,2025-09-22T21:51:49.974133Z,,,,0,Sadi,MID,Bournemouth,Dominic Sadi
95,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.116883Z,0.0,0.0,530121,0,0.0,has joined Olympiakos permanently.,2025-09-22T21:51:49.994072Z,,,,0,Silcott-Duberry,MID,Bournemouth,Zain Silcott-Duberry
96,0,0,3,0,0.0,2,0,0.0,0.0,6,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.31,0,0,0,0,2025-07-20T23:14:21.119549Z,0.0,0.0,606775,0,0.0,has joined Barnet on loan for the rest of the season.,2025-09-02T12:54:34.599400Z,,,,1,Winterburn,MID,Bournemouth,Ben Winterburn
97,3,2,122,3,123.9,16,1,49.4,62.6,890,0,0,0,0,0,309.0,1,10,3.00,0.40,3.40,9.48,9,28,2,39,2025-07-20T23:14:21.122300Z,100.0,100.0,444102,5,3.2,,2025-10-19T01:30:09.447327Z,,,,35,Evanilson,FWD,Bournemouth,Francisco Evanilson de Lima Barbosa
98,0,1,36,0,1.6,0,1,7.5,36.0,21,0,0,0,0,0,39.0,0,0,0.54,0.05,0.59,0.07,0,1,0,1,2025-07-20T23:14:21.125093Z,100.0,100.0,168636,1,1.8,,2025-07-21T10:00:04.802496Z,,,,8,Enes Ünal,FWD,Bournemouth,Enes Ünal
99,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.127807Z,0.0,0.0,590760,0,0.0,has joined HNK Rijeka permanently.,2025-09-22T21:19:25.247985Z,,,,0,Adu-Adjei,FWD,Bournemouth,Daniel Adu-Adjei
100,0,4,150,1,55.9,10,4,39.7,156.8,346,0,0,0,0,0,186.0,1,4,2.64,0.16,2.80,6.41,6,16,4,26,2025-07-20T23:14:21.130500Z,,,560262,1,1.5,,,,,,33,Kroupi.Jr,FWD,Bournemouth,Junior Kroupi
101,0,0,145,2,10.0,20,0,25.7,246.0,1170,0,0,1,0,29,0.0,1,13,0.00,0.01,0.01,15.68,10,109,1,0,2025-07-20T23:14:21.133136Z,100.0,100.0,200720,2,2.0,,2025-08-09T14:00:04.798673Z,,,,36,Kelleher,GK,Brentford,Caoimhín Kelleher
102,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.135816Z,,,235448,0,0.0,,,,,,0,Balcombe,GK,Brentford,Ellery Balcombe
103,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.138468Z,,,503300,0,0.0,,,,,,0,Cox,GK,Brentford,Matthew Cox
104,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.141238Z,,,535017,0,0.0,,,,,,0,Eyestone,GK,Brentford,Julian Eyestone
105,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.143862Z,,,507433,0,0.0,,,,,,0,Valdimarsson,GK,Brentford,Hákon Rafn Valdimarsson
106,0,2,116,2,47.0,20,0,47.6,293.2,1170,1,0,0,0,0,134.0,4,13,1.01,0.74,1.75,15.68,127,51,9,136,2025-07-20T23:14:21.146418Z,,,432830,4,2.3,,,,,,37,Collins,DEF,Brentford,Nathan Collins
107,1,0,61,2,75.8,11,0,18.1,72.2,472,0,0,0,0,0,33.0,1,5,0.18,0.37,0.55,8.09,17,21,9,26,2025-07-20T23:14:21.149086Z,,,249231,1,0.3,,,,,,22,Lewis-Potter,DEF,Brentford,Keane Lewis-Potter
108,2,0,72,1,15.1,7,0,20.8,98.0,467,0,0,0,0,0,93.0,0,5,0.43,0.51,0.94,5.10,29,12,15,44,2025-07-20T23:14:21.152374Z,100.0,100.0,191866,0,1.3,,2025-11-10T10:00:08.739589Z,,,,23,Ajer,DEF,Brentford,Kristoffer Ajer
109,0,0,10,0,15.1,7,0,5.0,20.0,205,0,0,0,0,0,16.0,1,1,0.13,0.06,0.19,5.79,8,11,4,12,2025-07-20T23:14:21.155229Z,,,194010,1,0.7,,,,,,7,Henry,DEF,Brentford,Rico Henry
110,1,5,157,2,234.8,19,0,50.5,223.2,1132,0,0,0,0,0,46.0,1,13,0.17,1.50,1.67,15.39,52,56,23,75,2025-07-20T23:14:21.157856Z,,,607464,2,2.3,,,,,,37,Kayode,DEF,Brentford,Michael Kayode
111,0,0,1,0,0.8,4,0,4.3,31.8,155,1,0,0,0,0,10.0,1,2,0.00,0.04,0.04,2.11,13,4,2,15,2025-07-20T23:14:21.160526Z,100.0,100.0,231065,0,0.0,,2025-08-18T08:00:05.393517Z,,,,0,Pinnock,DEF,Brentford,Ethan Pinnock
112,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.163153Z,0.0,0.0,226956,0,0.0,Has joined Southampton permanently.,2025-08-22T14:17:15.662878Z,,,,0,Roerslev,DEF,Brentford,Mads Roerslev Rasmussen
113,0,0,140,2,27.3,20,0,45.7,265.4,1170,0,0,0,0,0,163.0,0,13,1.84,0.18,2.02,15.68,106,42,10,116,2025-07-20T23:14:21.165829Z,,,444765,2,2.3,,,,,,39,Van den Berg,DEF,Brentford,Sepp van den Berg
114,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.168437Z,100.0,100.0,622536,0,0.0,,2025-10-31T17:00:08.779634Z,,,,0,Arthur,DEF,Brentford,Benjamin Arthur
115,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.171058Z,0.0,0.0,612534,0,0.0,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,,,,0,Fredrick,DEF,Brentford,Benjamin Fredrick
116,0,0,44,1,7.9,5,0,8.9,45.6,336,0,0,0,0,0,35.0,1,4,0.35,0.16,0.51,2.92,17,18,8,25,2025-07-20T23:14:21.173699Z,100.0,100.0,472713,8,3.7,,2025-10-16T08:00:09.344205Z,,,,17,Hickey,DEF,Brentford,Aaron Hickey
117,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.176319Z,0.0,0.0,570241,0,0.0,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,,,,0,Ji-soo,DEF,Brentford,Kim Ji-soo
118,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.178991Z,0.0,0.0,499717,0,0.0,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,,,,0,Meghoma,DEF,Brentford,Jayden Meghoma
119,1,8,235,2,382.3,19,5,107.6,284.8,1135,0,0,0,0,0,409.0,2,13,3.73,2.81,6.54,18.03,5,45,6,56,2025-07-20T23:14:21.181589Z,,,446008,1,3.0,,,,,,62,Mbeumo,MID,Manchester United,Bryan Mbeumo
120,2,2,151,3,190.1,14,3,67.9,216.2,1084,0,1,0,0,0,271.0,4,12,3.10,0.96,4.06,12.48,23,44,19,86,2025-07-20T23:14:21.184212Z,100.0,100.0,513418,3,4.3,,2025-08-09T14:00:04.851048Z,,,,45,Schade,MID,Brentford,Kevin Schade
121,1,3,170,2,296.6,13,1,59.5,189.6,884,0,0,0,0,0,108.0,0,11,0.70,1.83,2.53,11.48,16,45,23,84,2025-07-20T23:14:21.186862Z,,,440089,4,2.7,,,,,,39,Damsgaard,MID,Brentford,Mikkel Damsgaard
122,0,0,5,0,1.8,3,0,0.6,4.0,45,0,0,0,0,0,0.0,0,1,0.00,0.01,0.01,1.49,0,2,2,4,2025-07-20T23:14:21.189502Z,0.0,0.0,543295,0,0.0,Knee injury - Expected back 01 Jun,2025-10-16T08:00:09.362049Z,,,,1,Milambo,MID,Brentford,Antoni Milambo
123,0,1,42,0,6.5,4,1,8.1,39.0,100,0,0,0,0,0,36.0,0,1,0.70,0.03,0.73,2.08,0,5,3,8,2025-07-20T23:14:21.192098Z,0.0,0.0,244858,0,0.0,Anterior cruciate ligament - Unknown return date,2025-11-28T19:00:08.330112Z,,,,13,Carvalho,MID,Brentford,Fábio Freitas Gouveia Carvalho
124,3,3,186,3,193.7,15,0,37.9,169.4,1009,0,0,0,0,0,17.0,3,12,0.07,1.09,1.16,12.14,33,51,10,94,2025-07-20T23:14:21.194708Z,,,56979,8,4.0,,,,,,39,Henderson,MID,Brentford,Jordan Henderson
125,0,0,30,0,38.9,3,0,7.6,22.8,155,0,0,0,0,0,16.0,1,0,0.22,0.23,0.45,2.09,6,12,6,24,2025-07-20T23:14:21.197336Z,100.0,100.0,204580,0,0.3,,2025-08-09T14:00:04.867824Z,,,,10,Janelt,MID,Brentford,Vitaly Janelt
126,0,0,103,0,60.9,7,2,21.1,108.0,308,0,0,0,0,0,42.0,0,3,0.55,0.27,0.82,4.72,9,16,9,34,2025-07-20T23:14:21.200036Z,,,207283,2,1.3,,,,,,24,Jensen,MID,Brentford,Mathias Jensen
127,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.202680Z,100.0,100.0,626464,0,0.0,,2025-08-09T14:00:04.884092Z,,,,0,Nunes,MID,Brentford,Gustavo Nunes Fernandes Gomes
128,2,0,41,0,13.6,2,0,4.6,28.4,88,0,0,0,0,0,4.0,0,0,0.00,0.36,0.36,2.02,3,5,2,10,2025-07-20T23:14:21.205381Z,,,428580,0,0.0,,,,,,12,Onyeka,MID,Brentford,Frank Onyeka
129,1,0,149,2,103.4,16,0,28.9,141.8,952,0,0,0,0,0,45.0,1,12,0.34,0.44,0.78,12.71,22,66,25,113,2025-07-20T23:14:21.208110Z,100.0,100.0,508395,1,2.3,,2025-10-25T23:00:07.803030Z,,,,36,Yarmoliuk,MID,Brentford,Yehor Yarmoliuk
130,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.210761Z,,,606689,0,0.0,,,,,,0,Donovan,MID,Brentford,Romelle Donovan
131,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.213473Z,,,628204,0,0.0,,,,,,0,Konak,MID,Brentford,Yunus Emre Konak
132,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.220285Z,100.0,100.0,220695,0,0.0,,2025-08-14T16:00:05.924672Z,,,,0,Maghoma,MID,Brentford,Paris Maghoma
133,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.223051Z,,,450539,0,0.0,,,,,,0,Peart-Harris,MID,Brentford,Myles Peart-Harris
134,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.225697Z,0.0,0.0,591357,0,0.0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,,,,0,Trevitt,MID,Brentford,Ryan Trevitt
135,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.228336Z,25.0,0.0,216646,0,0.0,Lack of match fitness - 25% chance of playing,2025-12-01T13:00:07.211962Z,,,,0,Wissa,FWD,Newcastle United,Yoane Wissa
136,0,12,298,2,105.9,19,11,103.6,455.6,1101,0,1,0,0,0,475.0,3,13,8.73,0.29,9.02,15.08,31,25,15,71,2025-07-20T23:14:21.231102Z,,,502500,13,10.0,,,,,,77,Thiago,FWD,Brentford,Igor Thiago Nascimento Rodrigues
137,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.233800Z,,,533710,0,0.0,,,,,,0,Morgan,FWD,Brentford,Iwan Morgan
138,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.236437Z,,,49262,0,0.0,,,,,,0,Steele,GK,Brighton,Jason Steele
139,0,0,202,3,10.0,16,0,30.6,296.8,1170,1,0,1,0,31,0.0,1,13,0.00,0.01,0.01,15.82,7,119,0,0,2025-07-20T23:14:21.239089Z,,,489639,7,6.7,,,,,,40,Verbruggen,GK,Brighton,Bart Verbruggen
140,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.241887Z,,,209288,0,0.0,,,,,,0,McGill,GK,Brighton,Tom McGill
141,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.244581Z,0.0,0.0,472739,0,0.0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,,,,0,Rushworth,GK,Brighton,Carl Rushworth
142,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.247313Z,0.0,0.0,240514,0,0.0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,,,,0,Scherpen,GK,Brighton,Kjell Scherpen
143,0,0,4,0,1.0,1,0,1.4,12.8,45,0,0,0,0,0,0.0,1,1,0.00,0.05,0.05,0.85,6,3,2,8,2025-07-20T23:14:21.250165Z,,,204120,0,0.0,,,,,,0,Boscagli,DEF,Brighton,Olivier Boscagli
144,0,0,6,0,0.1,1,0,0.8,7.8,17,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.21,4,1,0,4,2025-07-20T23:14:21.253200Z,,,550090,0,0.0,,,,,,3,Coppola,DEF,Brighton,Diego Coppola
145,0,4,115,1,155.9,8,2,38.6,135.2,539,0,0,0,0,0,94.0,1,6,1.14,1.10,2.24,8.10,17,28,9,26,2025-07-20T23:14:21.255964Z,100.0,100.0,465730,15,5.7,,2025-09-13T21:30:07.998380Z,,,,32,De Cuyper,DEF,Brighton,Maxim De Cuyper
146,1,0,177,3,25.8,15,0,28.2,199.8,1125,0,0,0,0,0,55.0,3,12,0.56,0.09,0.65,14.96,76,55,12,88,2025-07-20T23:14:21.258572Z,,,83299,6,4.3,,,,,,36,Dunk,DEF,Brighton,Lewis Dunk
147,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.261203Z,0.0,0.0,204214,0,0.0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,,,,0,Estupiñan,DEF,Brighton,Pervis Estupiñán Tenorio
148,0,1,143,3,83.4,12,0,29.9,142.8,914,0,0,0,0,0,71.0,3,9,0.54,0.84,1.38,12.21,33,48,22,55,2025-07-20T23:14:21.263882Z,,,231416,7,5.0,,,,,,31,F.Kadıoğlu,DEF,Brighton,Ferdi Kadıoğlu
149,0,0,10,0,10.6,3,0,3.6,25.8,103,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,4.66,13,3,0,13,2025-07-20T23:14:21.266471Z,100.0,100.0,223434,0,1.2,,2025-08-10T18:00:05.419085Z,,,,6,Igor,DEF,West Ham,Igor Julio dos Santos de Paulo
150,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.269071Z,0.0,0.0,232792,0,0.0,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,,,,0,Lamptey,DEF,Brighton,Tariq Lamptey
151,0,4,188,3,46.5,16,1,50.7,351.6,1170,1,0,0,0,0,107.0,3,13,0.69,0.31,0.99,15.82,91,43,20,111,2025-07-20T23:14:21.271677Z,,,469142,6,4.3,,,,,,48,Van Hecke,DEF,Brighton,Jan Paul van Hecke
152,0,0,37,0,20.5,6,0,10.6,78.2,346,0,0,0,0,0,6.0,3,4,0.00,0.01,0.01,6.94,26,13,17,43,2025-07-20T23:14:21.274323Z,100.0,100.0,111478,1,0.7,,2025-10-02T13:00:07.706508Z,,,,9,Veltman,DEF,Brighton,Joël Veltman
153,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.276969Z,0.0,0.0,110735,0,0.0,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,,,,0,Webster,DEF,Brighton,Adam Webster
154,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.279636Z,0.0,0.0,439135,0,0.0,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,,,,0,Cashin,DEF,Brighton,Eiran Cashin
155,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.282240Z,0.0,0.0,589100,0,0.0,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,,,,0,Slater,DEF,Brighton,Jacob Slater
156,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.284954Z,,,547720,0,0.0,,,,,,0,Tasker,DEF,Brighton,Charlie Tasker
157,1,0,64,1,95.8,8,1,26.9,88.4,508,0,0,0,0,0,88.0,1,6,0.76,0.29,1.05,7.99,6,13,3,22,2025-07-20T23:14:21.287714Z,25.0,25.0,451340,0,0.0,Ankle injury - 25% chance of playing,2025-10-02T13:00:07.769683Z,,,,20,Mitoma,MID,Brighton,Mitoma Kaoru
158,4,1,114,4,129.1,8,0,39.1,112.8,821,0,0,0,0,0,149.0,2,10,0.89,1.40,2.29,8.85,15,28,11,54,2025-07-20T23:14:21.290696Z,75.0,100.0,463067,4,2.7,Knock - 75% chance of playing,2025-11-30T22:30:09.146377Z,,,,36,Georginio,MID,Brighton,Georginio Rutter
159,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.293370Z,0.0,0.0,109345,0,0.0,Knee injury - Expected back 13 Dec,2025-08-10T18:00:05.450301Z,,,,0,March,MID,Brighton,Solly March
160,7,6,236,4,328.6,14,1,87.1,238.8,1120,0,0,0,0,0,301.0,0,13,2.32,1.99,4.31,14.54,15,49,24,88,2025-07-20T23:14:21.295992Z,,,592031,3,5.7,,,,,,64,Minteh,MID,Brighton,Yankuba Minteh
161,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.298679Z,0.0,0.0,474120,0,0.0,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,,,,0,Enciso,MID,Brighton,Julio Enciso Espínola
162,1,2,60,0,56.9,3,1,22.7,76.2,225,0,0,0,0,0,94.0,1,2,1.57,0.40,1.97,3.74,1,17,6,24,2025-07-20T23:14:21.301337Z,100.0,100.0,513433,1,0.3,,2025-10-16T12:30:10.115478Z,,,,20,Gruda,MID,Brighton,Brajan Gruda
163,0,1,52,0,12.9,2,1,7.7,54.8,161,0,0,0,0,0,9.0,0,2,0.05,0.01,0.06,3.62,4,9,5,18,2025-07-20T23:14:21.303972Z,100.0,100.0,532529,1,2.7,,2025-09-13T21:30:08.019508Z,,,,12,Hinshelwood,MID,Brighton,Jack Hinshelwood
164,0,2,36,1,66.6,2,1,19.0,60.8,177,0,0,0,0,0,63.0,0,2,1.21,0.17,1.38,2.12,3,2,4,9,2025-07-20T23:14:21.306558Z,0.0,0.0,219249,0,0.0,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,,,,12,O'Riley,MID,Brighton,Matt O'Riley
165,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.309275Z,0.0,0.0,516211,0,0.0,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,,,,0,Sima,MID,Brighton,Abdallah Sima
166,0,2,193,3,150.0,13,1,41.6,154.4,1051,0,0,0,0,0,111.0,0,11,1.08,0.59,1.67,13.10,24,63,29,116,2025-07-20T23:14:21.311892Z,100.0,100.0,509416,3,3.3,,2025-11-20T10:30:09.349310Z,,,,36,Ayari,MID,Brighton,Yasin Ayari
167,0,0,72,4,58.5,8,0,10.4,35.4,695,0,0,0,0,0,11.0,4,11,0.16,0.18,0.34,8.97,28,42,12,82,2025-07-20T23:14:21.314539Z,,,535301,1,1.3,,,,,,18,Baleba,MID,Brighton,Carlos Baleba
168,0,0,4,0,25.1,1,0,3.9,5.6,45,0,0,0,0,0,8.0,0,1,0.00,0.09,0.09,0.55,0,2,1,3,2025-07-20T23:14:21.317196Z,100.0,100.0,536916,0,0.0,,2025-09-21T22:30:05.997985Z,,,,1,Buonanotte,MID,Chelsea,Facundo Buonanotte
169,0,3,148,3,137.4,8,2,53.2,188.8,690,0,0,0,0,0,206.0,3,8,2.02,0.70,2.72,7.85,18,30,28,76,2025-07-20T23:14:21.320162Z,100.0,100.0,514254,3,2.3,,2025-10-16T12:30:10.190452Z,,,,32,Gomez,MID,Brighton,Diego Gómez Amarilla
170,1,0,66,0,71.2,7,1,16.8,79.6,187,0,0,0,0,0,17.0,1,1,0.79,0.40,1.19,3.34,6,10,3,19,2025-07-20T23:14:21.322871Z,0.0,0.0,15157,0,0.0,Muscle injury - Expected back 13 Dec,2025-10-28T21:00:08.282346Z,,,,15,Milner,MID,Brighton,James Milner
171,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,2025-07-20T23:14:21.325498Z,0.0,0.0,441192,0,0.0,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,,,,0,Sarmiento,MID,Brighton,Jeremy Sarmiento Morante
172,0,0,9,0,1.3,2,0,1.4,5.6,40,0,0,0,0,0,7.0,0,0,0.04,0.01,0.05,0.89,0,2,1,3,2025-07-20T23:14:21.328088Z,100.0,100.0,549074,0,0.0,,2025-08-10T18:00:05.491553Z,,,,2,Watson,MID,Brighton,Tom Watson
173,3,2,185,3,148.3,9,0,45.8,221.8,819,0,0,0,0,0,87.0,4,9,0.37,1.08,1.45,9.19,49,48,37,134,2025-07-20T23:14:21.330811Z,100.0,100.0,467779,4,3.7,,2025-09-01T10:30:07.953121Z,,,,44,Wieffer,MID,Brighton,Mats Wieffer
